Student_id,Request_time,Start_time,Duration_hours,Number_of_people,Board,Screen,Handled_Librarian,Assigned_room,Status
395686751,2024-10-11 09:27:11,2024-11-04 16:00:00,3.0,2,N,N,334240645,14,approved
383060027,2024-10-11 09:29:55,2024-11-12 12:00:00,4.0,1,Y,Y,272834128,31,approved
211930003,2024-10-11 09:33:07,2024-11-18 19:00:00,1.0,2,N,Y,301317277,24,approved
253743553,2024-10-11 09:42:27,2024-11-12 15:00:00,4.0,1,Y,N,380598680,39,approved
305121279,2024-10-11 09:50:44,2024-11-20 19:00:00,2.5,1,N,N,255586604,25,approved
284806056,2024-10-11 09:53:25,2024-11-28 13:00:00,1.0,2,N,N,283555837,14,approved
270442783,2024-10-11 09:55:56,2024-11-13 15:00:00,2.5,1,Y,Y,362936221,27,approved
367431665,2024-10-11 09:57:13,2024-11-17 20:00:00,2,2,N,Y,381371756,42,approved
380206052,2024-10-11 09:58:48,2024-11-10 09:00:00,1.0,2,Y,Y,231522129,27,approved
226845717,2024-10-11 10:04:37,2024-11-14 18:00:00,1.5,2,Y,N,355302167,36,approved
232499350,2024-10-11 10:08:22,2024-11-10 14:00:00,1.5,2,Y,N,248942815,36,approved
283671642,2024-10-11 10:09:25,2024-11-17 16:00:00,4.0,2,Y,Y,326423001,,rejected
318677838,2024-10-11 10:15:21,2024-11-09 07:00:00,1.5,1,N,N,336757406,11,approved
226921484,2024-10-11 10:15:45,2024-11-19 19:00:00,1.0,1,N,N,220538110,6,approved
299279521,2024-10-11 10:16:49,2024-11-23 08:00:00,2.5,2,N,N,263834384,21,approved
378131239,2024-10-11 10:21:08,2024-11-16 17:00:00,3.5,2,N,Y,270296197,34,approved
217330471,2024-10-11 10:22:38,2024-11-22 16:00:00,1.5,2,N,N,306829821,33,approved
233158757,2024-10-11 10:29:19,2024-11-26 09:00:00,3.5,2,Y,N,272134974,39,approved
358475879,2024-10-11 10:29:56,2024-11-04 21:00:00,1,1,N,Y,363713934,24,approved
373644541,2024-10-11 10:37:37,2024-11-25 17:00:00,4.0,1,Y,N,250985413,50,approved
321056228,2024-10-11 10:38:56,2024-11-14 15:00:00,4.0,2,N,N,375013737,21,approved
236175501,2024-10-11 10:42:48,2024-11-04 18:00:00,4,2,N,Y,376831376,42,approved
268465242,2024-10-11 10:44:24,2024-11-05 20:00:00,2,2,Y,Y,327109013,4,approved
298794934,2024-10-11 10:51:05,2024-11-01 17:00:00,2.0,2,Y,N,224242560,13,approved
394696165,2024-10-11 10:52:12,2024-11-29 16:00:00,2.5,2,Y,Y,322215724,31,approved
238953095,2024-10-11 11:01:06,2024-11-20 16:00:00,1.5,1,Y,N,339630600,20,approved
246867261,2024-10-11 11:01:30,2024-11-03 10:00:00,3.5,1,N,Y,204153969,34,approved
358356467,2024-10-11 11:07:59,2024-11-08 20:00:00,1.0,1,N,Y,381073709,42,approved
390388825,2024-10-11 11:11:48,2024-11-02 07:00:00,2.5,2,Y,Y,308370048,29,approved
371687195,2024-10-11 11:14:55,2024-11-05 21:00:00,1,1,N,N,374362754,14,approved
345843452,2024-10-11 11:18:55,2024-11-16 09:00:00,3.5,2,N,N,244258489,21,approved
379298722,2024-10-11 11:20:05,2024-11-04 07:00:00,2.0,1,N,Y,334240645,19,approved
334918174,2024-10-11 11:22:32,2024-11-29 10:00:00,3.5,2,N,N,322215724,18,approved
300966884,2024-10-11 11:25:02,2024-11-21 20:00:00,2,2,Y,N,391388998,44,approved
310936240,2024-10-11 11:30:38,2024-11-16 07:00:00,4.0,1,N,Y,270296197,35,approved
216888024,2024-10-11 11:31:39,2024-11-12 21:00:00,1,2,Y,Y,380598680,31,approved
284030863,2024-10-11 11:38:43,2024-11-26 17:00:00,1.5,1,Y,Y,208340844,47,approved
295431639,2024-10-11 11:43:29,2024-11-23 08:00:00,1.5,2,N,N,230250847,18,approved
237937388,2024-10-11 11:48:43,2024-11-27 09:00:00,2.0,2,N,N,202738597,6,approved
278176227,2024-10-11 11:55:20,2024-11-10 08:00:00,3.5,1,Y,N,318471364,44,approved
345100424,2024-10-11 11:56:04,2024-11-09 21:00:00,1,1,Y,N,279782528,17,approved
246512065,2024-10-11 12:00:59,2024-11-01 17:00:00,4.0,1,N,N,380543645,30,approved
200129021,2024-10-11 12:07:07,2024-11-04 20:00:00,2,1,Y,Y,334240645,29,approved
237368105,2024-10-11 12:07:44,2024-11-17 14:00:00,3.0,1,Y,Y,342088705,26,approved
213777626,2024-10-11 12:17:54,2024-11-26 19:00:00,3,2,Y,Y,204469027,39,approved
249765462,2024-10-11 12:19:50,2024-11-04 15:00:00,4.0,2,N,N,363713934,30,approved
258351568,2024-10-11 12:21:09,2024-11-05 11:00:00,2.0,1,N,N,300165255,32,approved
200458917,2024-10-11 12:43:24,2024-11-09 14:00:00,4.0,1,Y,N,200229912,31,approved
257117895,2024-10-11 12:44:56,2024-11-20 15:00:00,2.0,1,N,N,381073709,14,approved
306330564,2024-10-11 12:45:47,2024-11-18 10:00:00,4.0,1,N,Y,224518241,35,approved
354367914,2024-10-11 12:45:51,2024-11-10 18:00:00,1.0,2,Y,N,296230212,36,approved
293592374,2024-10-11 12:47:50,2024-11-09 17:00:00,3.0,2,Y,N,200229912,50,approved
256456849,2024-10-11 12:49:05,2024-11-11 08:00:00,1.5,1,Y,N,301452777,20,approved
236228540,2024-10-11 12:51:30,2024-11-03 07:00:00,3.5,1,Y,N,394401277,27,approved
330098518,2024-10-11 12:52:55,2024-11-16 15:00:00,4.0,1,N,Y,244258489,35,approved
265718478,2024-10-11 12:58:26,2024-11-15 07:00:00,2.0,1,N,Y,261486492,16,approved
364954214,2024-10-11 12:59:45,2024-11-12 09:00:00,3.5,2,Y,N,219037645,50,approved
314372202,2024-10-11 13:07:24,2024-11-09 12:00:00,1.0,1,Y,N,346312267,45,approved
248345555,2024-10-11 13:09:00,2024-11-02 07:00:00,1.0,2,N,N,329222087,11,approved
270576028,2024-10-11 13:15:11,2024-11-08 14:00:00,3.0,2,Y,Y,220538110,9,approved
348771270,2024-10-11 13:18:10,2024-11-13 20:00:00,2,2,N,N,269548038,21,approved
350860771,2024-10-11 13:19:54,2024-11-29 08:00:00,3.0,2,N,N,272854340,21,approved
213281959,2024-10-11 13:22:26,2024-11-04 14:00:00,1.0,2,N,Y,250544251,1,approved
204829154,2024-10-11 13:23:28,2024-11-14 12:00:00,2.5,1,Y,Y,375013737,29,approved
377176821,2024-10-11 13:25:23,2024-11-20 18:00:00,2.5,2,Y,Y,255586604,26,approved
279596480,2024-10-11 13:31:13,2024-11-27 19:00:00,1.5,1,N,Y,314052127,42,approved
205219652,2024-10-11 13:32:05,2024-11-07 19:00:00,1.0,2,N,Y,215243817,16,approved
327233482,2024-10-11 13:36:55,2024-11-03 21:00:00,1,2,N,N,372500454,6,approved
294330865,2024-10-11 13:37:25,2024-11-07 10:00:00,4.0,2,Y,N,219037645,36,approved
256655440,2024-10-11 13:40:05,2024-11-03 16:00:00,3.5,1,N,N,204153969,33,approved
267128882,2024-10-11 13:40:51,2024-11-11 20:00:00,2,2,N,N,356670364,23,approved
355628686,2024-10-11 13:41:07,2024-11-06 14:00:00,2.0,2,Y,Y,397599127,,rejected
323163915,2024-10-11 13:45:08,2024-11-12 13:00:00,2.0,2,N,N,219037645,25,approved
370967309,2024-10-11 13:45:15,2024-11-09 16:00:00,2.0,2,N,N,288004336,12,approved
383868064,2024-10-11 13:46:27,2024-11-29 08:00:00,2.5,1,Y,Y,294120373,39,approved
260690193,2024-10-11 13:51:12,2024-11-29 14:00:00,4.0,1,N,Y,247316201,47,approved
217938075,2024-10-11 13:51:59,2024-11-09 17:00:00,2.5,1,N,N,352080659,25,approved
314093196,2024-10-11 14:07:21,2024-11-28 21:00:00,1,1,N,Y,315209668,24,approved
365967439,2024-10-11 14:15:31,2024-11-23 13:00:00,4.0,1,Y,Y,282902311,29,approved
312494867,2024-10-11 14:16:34,2024-11-07 07:00:00,1.0,1,Y,Y,374362754,4,approved
252875810,2024-10-11 14:17:42,2024-11-09 07:00:00,2.5,1,Y,Y,288004336,8,approved
352787154,2024-10-11 14:24:52,2024-11-25 12:00:00,4.0,2,N,Y,290649268,26,approved
251197596,2024-10-11 14:28:06,2024-11-16 19:00:00,3,2,Y,Y,263340143,27,approved
288987167,2024-10-11 14:30:06,2024-11-22 17:00:00,1.5,2,N,Y,355302167,16,approved
251739223,2024-10-11 14:34:40,2024-11-22 10:00:00,3.0,2,Y,Y,250985413,27,approved
376256905,2024-10-11 14:36:44,2024-11-16 18:00:00,1.0,1,Y,N,352058077,20,approved
262552854,2024-10-11 14:39:56,2024-11-29 21:00:00,1,2,N,Y,322215724,19,approved
312866361,2024-10-11 14:54:06,2024-11-30 09:00:00,3.5,2,Y,Y,273731877,13,approved
302859202,2024-10-11 14:55:35,2024-11-17 11:00:00,1.0,2,N,N,305539405,18,approved
357494095,2024-10-11 14:56:41,2024-11-19 15:00:00,3.0,1,N,N,220538110,25,approved
316983956,2024-10-11 15:11:48,2024-11-01 20:00:00,2,2,Y,Y,266085976,27,approved
310261821,2024-10-11 15:11:59,2024-11-05 13:00:00,4.0,1,N,Y,300165255,43,approved
211087424,2024-10-11 15:17:14,2024-11-09 14:00:00,2.0,2,N,N,346312267,3,approved
289911372,2024-10-11 15:18:29,2024-11-24 10:00:00,2.5,2,Y,Y,248942815,27,approved
205664766,2024-10-11 15:20:10,2024-11-01 07:00:00,3.5,1,Y,N,282034214,20,approved
379177397,2024-10-11 15:20:37,2024-11-15 08:00:00,1.0,2,N,Y,319608246,22,approved
230168023,2024-10-11 15:25:54,2024-11-20 08:00:00,1.5,2,N,N,339630600,21,approved
202534293,2024-10-11 15:25:58,2024-11-01 09:00:00,4.0,1,Y,N,282034214,44,approved
260690193,2024-10-11 15:38:58,2024-11-28 21:00:00,1,2,N,Y,315209668,35,approved
314288259,2024-10-11 15:42:43,2024-11-24 19:00:00,3,2,Y,N,219037645,44,approved
284443363,2024-10-11 15:43:44,2024-11-13 21:00:00,1,2,N,Y,297170813,19,approved
395278294,2024-10-11 15:45:27,2024-11-05 19:00:00,2.5,2,N,N,374362754,21,approved
336240817,2024-10-11 15:47:45,2024-11-17 21:00:00,1,2,Y,N,381371756,50,approved
397919218,2024-10-11 15:48:50,2024-11-04 12:00:00,3.5,1,N,N,376831376,32,approved
216478800,2024-10-11 15:54:04,2024-11-24 12:00:00,1.5,1,Y,N,248942815,5,approved
219146438,2024-10-11 15:55:34,2024-11-07 18:00:00,1.0,1,Y,N,313570137,17,approved
315307207,2024-10-11 16:02:02,2024-11-06 14:00:00,1.5,1,Y,N,397599127,45,approved
327520912,2024-10-11 16:04:05,2024-11-23 12:00:00,1.0,1,Y,Y,208340844,2,approved
245036629,2024-10-11 16:04:19,2024-11-22 07:00:00,2.0,1,N,N,224484428,6,approved
325217610,2024-10-11 16:04:21,2024-11-25 18:00:00,3.5,2,N,Y,296412695,24,approved
382544575,2024-10-11 16:04:42,2024-11-19 07:00:00,3.0,1,N,N,220538110,21,approved
277105664,2024-10-11 16:11:20,2024-11-14 11:00:00,2.0,1,Y,Y,366900231,,rejected
344303136,2024-10-11 16:12:09,2024-11-05 08:00:00,1.0,1,Y,Y,284201662,27,approved
373091420,2024-10-11 16:13:28,2024-11-03 07:00:00,3.0,1,Y,N,204153969,36,approved
246869465,2024-10-11 16:13:37,2024-11-14 18:00:00,2.5,2,Y,N,366900231,50,approved
313710154,2024-10-11 16:21:33,2024-11-23 14:00:00,3.0,2,Y,N,282902311,50,approved
354725897,2024-10-11 16:22:31,2024-11-18 08:00:00,1.5,1,N,N,282902311,14,approved
319270450,2024-10-11 16:27:15,2024-11-21 07:00:00,2.5,1,Y,Y,297170813,8,approved
209803824,2024-10-11 16:27:41,2024-11-30 19:00:00,1.5,1,N,N,206257180,18,approved
337016414,2024-10-11 16:33:20,2024-11-29 12:00:00,2.0,2,Y,Y,268722105,10,approved
325046530,2024-10-11 16:34:53,2024-11-27 13:00:00,4.0,2,N,Y,202213385,13,approved
388118960,2024-10-11 16:43:03,2024-11-10 19:00:00,1.0,2,Y,Y,231522129,27,approved
322015520,2024-10-11 16:43:43,2024-11-30 16:00:00,1.0,1,N,N,286218151,6,approved
302242474,2024-10-11 16:44:15,2024-11-24 20:00:00,1.0,1,Y,Y,230250847,4,approved
264899600,2024-10-11 16:59:01,2024-11-17 07:00:00,2.0,1,N,Y,342088705,19,approved
268507647,2024-10-11 17:00:31,2024-11-10 21:00:00,1,1,N,N,318471364,11,approved
353546112,2024-10-11 17:03:14,2024-11-06 08:00:00,1.0,1,N,Y,215773110,7,approved
317159754,2024-10-11 17:07:34,2024-11-24 13:00:00,1.0,1,Y,Y,277864716,26,approved
317961662,2024-10-11 17:11:15,2024-11-01 19:00:00,2.0,2,Y,Y,224242560,31,approved
278063235,2024-10-11 17:11:38,2024-11-28 17:00:00,2.0,1,N,Y,307732313,34,approved
273307306,2024-10-11 17:11:44,2024-11-15 11:00:00,1.5,2,Y,N,261486492,44,approved
205091853,2024-10-11 17:12:07,2024-11-05 08:00:00,4.0,2,N,N,300165255,18,approved
212827877,2024-10-11 17:16:46,2024-11-25 19:00:00,3,1,N,Y,326423001,34,approved
322740275,2024-10-11 17:30:03,2024-11-29 13:00:00,2.0,1,N,N,322215724,3,approved
314204546,2024-10-11 17:32:19,2024-11-12 11:00:00,1.0,2,N,Y,380598680,43,approved
386637938,2024-10-11 17:34:33,2024-11-12 15:00:00,3.5,1,Y,N,380598680,47,approved
215566209,2024-10-11 17:40:12,2024-11-29 13:00:00,3.5,1,Y,N,294120373,50,approved
391276300,2024-10-11 17:46:16,2024-11-20 19:00:00,2.0,2,N,N,255586604,28,approved
379014434,2024-10-11 17:46:40,2024-11-03 21:00:00,1,2,Y,Y,328470141,39,approved
361186059,2024-10-11 17:53:34,2024-11-26 13:00:00,2.5,2,N,Y,253940100,43,approved
308236512,2024-10-11 17:55:41,2024-11-26 14:00:00,1.5,1,N,Y,272134974,24,approved
376037289,2024-10-11 18:00:28,2024-11-18 16:00:00,3.0,2,Y,Y,395486673,,rejected
247064108,2024-10-11 18:04:04,2024-11-01 10:00:00,3.5,2,Y,N,343236287,50,approved
383763257,2024-10-11 18:09:40,2024-11-18 18:00:00,2.0,2,N,N,224518241,6,approved
352928816,2024-10-11 18:11:35,2024-11-25 15:00:00,1.5,2,N,N,358242451,12,approved
376643516,2024-10-11 18:16:14,2024-11-09 09:00:00,2.5,2,Y,N,288004336,36,approved
261072417,2024-10-11 18:19:12,2024-11-30 17:00:00,2.0,1,N,N,380845883,23,approved
252329339,2024-10-11 18:19:41,2024-11-04 10:00:00,1.0,1,Y,N,334240645,44,approved
393645486,2024-10-11 18:22:06,2024-11-13 14:00:00,3.5,2,N,N,275071561,6,approved
203862008,2024-10-11 18:22:47,2024-11-05 11:00:00,4.0,1,N,Y,374362754,42,approved
286228770,2024-10-11 18:25:41,2024-11-18 18:00:00,2.5,2,Y,N,330470618,17,approved
276511656,2024-10-11 18:27:11,2024-11-09 21:00:00,1,1,N,N,336757406,6,approved
297259376,2024-10-11 18:31:33,2024-11-24 11:00:00,1.0,1,Y,N,219037645,15,approved
236235255,2024-10-11 18:32:21,2024-11-12 15:00:00,1.0,2,N,N,272834128,18,approved
260563325,2024-10-11 18:33:50,2024-11-11 15:00:00,2.5,1,N,N,287850242,21,approved
201650181,2024-10-11 18:36:33,2024-11-04 11:00:00,1.5,2,Y,N,363713934,45,approved
319578266,2024-10-11 18:36:40,2024-11-29 12:00:00,1.5,2,Y,N,272854340,45,approved
378131239,2024-10-11 18:42:41,2024-11-19 09:00:00,3.5,1,Y,Y,328470141,13,approved
372239202,2024-10-11 18:45:57,2024-11-29 11:00:00,2.0,1,Y,N,272854340,50,approved
228304085,2024-10-11 18:46:37,2024-11-30 20:00:00,2,2,N,Y,273731877,16,approved
204907984,2024-10-11 18:47:16,2024-11-05 13:00:00,1.5,1,N,Y,374362754,35,approved
398702241,2024-10-11 18:53:02,2024-11-26 17:00:00,1.0,1,Y,Y,261844724,27,approved
200570018,2024-10-11 18:56:19,2024-11-09 08:00:00,2.5,2,N,Y,273385716,35,approved
349295584,2024-10-11 18:57:25,2024-11-24 20:00:00,2,1,Y,Y,288004336,10,approved
268521663,2024-10-11 19:01:15,2024-11-26 11:00:00,3.5,1,N,Y,204469027,31,approved
276239464,2024-10-11 19:05:26,2024-11-20 20:00:00,1.0,1,Y,Y,255586604,8,approved
320500580,2024-10-11 19:13:22,2024-11-14 20:00:00,1.5,1,N,Y,261844724,,rejected
226096089,2024-10-11 19:17:44,2024-11-26 20:00:00,1.5,1,Y,Y,204469027,10,approved
257838854,2024-10-11 19:27:44,2024-11-15 12:00:00,2.0,1,N,N,254629025,6,approved
345246540,2024-10-11 19:29:16,2024-11-19 13:00:00,1.5,1,Y,Y,344036579,10,approved
297717324,2024-10-11 19:30:22,2024-11-02 08:00:00,1.0,2,Y,Y,319475554,9,approved
253513881,2024-10-11 19:34:19,2024-11-07 19:00:00,2.5,2,Y,N,380845883,29,approved
268543592,2024-10-11 19:36:46,2024-11-30 11:00:00,1.5,1,Y,Y,288004336,10,approved
236676490,2024-10-11 19:39:07,2024-11-27 16:00:00,3.0,1,N,Y,335700035,31,approved
236889911,2024-10-11 19:42:32,2024-11-03 08:00:00,2.5,2,N,Y,328470141,24,approved
243530268,2024-10-11 19:45:48,2024-11-10 21:00:00,1,1,N,Y,296230212,24,approved
248653602,2024-10-11 19:46:08,2024-11-05 10:00:00,2.0,1,Y,N,374362754,31,approved
297548695,2024-10-11 19:48:39,2024-11-07 11:00:00,1.0,1,N,N,380598680,21,approved
376205662,2024-10-11 19:49:31,2024-11-04 16:00:00,2.0,1,N,N,272854340,6,approved
351260351,2024-10-11 19:53:05,2024-11-29 17:00:00,2.0,2,Y,N,358617868,50,approved
308980861,2024-10-11 19:54:18,2024-11-20 10:00:00,1.0,1,N,N,378822233,14,approved
268689841,2024-10-11 19:54:40,2024-11-30 16:00:00,1.0,1,N,Y,343603908,34,approved
392543765,2024-10-11 19:56:51,2024-11-01 07:00:00,3.5,2,N,Y,282034214,35,approved
399464775,2024-10-11 20:03:18,2024-11-20 17:00:00,4.0,2,N,Y,275973766,42,approved
355628686,2024-10-11 20:12:26,2024-11-20 10:00:00,1.0,2,N,Y,378822233,42,approved
323399717,2024-10-11 20:25:32,2024-11-17 17:00:00,2.5,2,N,N,326423001,28,approved
361073141,2024-10-11 20:26:53,2024-11-24 15:00:00,1.5,1,Y,Y,397795675,13,approved
387183809,2024-10-11 20:27:06,2024-11-13 16:00:00,2.0,1,Y,N,275071561,29,approved
269740619,2024-10-11 20:43:11,2024-11-10 14:00:00,1.5,1,Y,Y,363657867,8,approved
342178233,2024-10-11 20:46:53,2024-11-22 10:00:00,2.5,2,N,Y,250985413,43,approved
238952386,2024-10-11 20:49:27,2024-11-14 13:00:00,2.0,1,Y,N,318471364,44,approved
242297919,2024-10-11 20:57:37,2024-11-19 16:00:00,1.0,2,N,Y,229656459,35,approved
390883320,2024-10-11 20:58:15,2024-11-19 17:00:00,4.0,1,Y,N,314552597,39,approved
318543477,2024-10-11 21:07:17,2024-11-03 12:00:00,2.5,2,Y,N,204153969,44,approved
399606300,2024-10-11 21:09:15,2024-11-24 08:00:00,3.5,1,Y,Y,207094053,29,approved
224326835,2024-10-11 21:11:37,2024-11-19 17:00:00,3.0,1,Y,Y,344036579,29,approved
333365948,2024-10-11 21:18:08,2024-11-27 09:00:00,2.5,2,Y,N,314052127,17,approved
358750297,2024-10-11 21:19:34,2024-11-07 14:00:00,2.0,1,Y,Y,380845883,29,approved
306416678,2024-10-11 21:23:58,2024-11-24 08:00:00,4.0,2,Y,N,277864716,31,approved
365962323,2024-10-11 21:26:49,2024-11-16 16:00:00,2.0,1,N,Y,247316201,22,approved
266319003,2024-10-11 21:27:34,2024-11-17 14:00:00,1.5,2,Y,Y,326423001,13,approved
349060038,2024-10-11 21:29:16,2024-11-06 16:00:00,3.0,2,N,Y,293532545,,rejected
294830922,2024-10-11 21:33:17,2024-11-04 14:00:00,2.0,1,N,N,272854340,33,approved
369527304,2024-10-11 21:34:17,2024-11-05 09:00:00,1.0,2,N,Y,316346196,19,approved
294330865,2024-10-11 21:35:30,2024-11-22 07:00:00,2.5,2,Y,N,307732313,44,approved
340909688,2024-10-11 21:36:50,2024-11-05 11:00:00,2.5,1,N,Y,277864716,48,approved
380653527,2024-10-11 21:36:57,2024-11-02 18:00:00,2.5,2,N,Y,308370048,48,approved
333073526,2024-10-11 21:37:45,2024-11-15 12:00:00,3.0,1,Y,Y,261486492,47,approved
382544575,2024-10-11 21:40:54,2024-11-06 17:00:00,3.5,2,Y,Y,308370048,29,approved
209066901,2024-10-11 21:43:51,2024-11-05 14:00:00,3.0,1,Y,Y,316346196,27,approved
375294873,2024-10-11 21:48:41,2024-11-16 12:00:00,1.0,2,N,N,270296197,3,approved
293809174,2024-10-11 21:52:45,2024-11-30 15:00:00,3.5,2,N,N,343603908,25,approved
285792594,2024-10-11 21:54:33,2024-11-24 13:00:00,1.0,1,Y,Y,288004336,27,approved
345105845,2024-10-11 21:55:14,2024-11-02 11:00:00,3.0,1,N,N,228565115,25,approved
320539323,2024-10-11 21:57:39,2024-11-30 18:00:00,1.0,1,Y,N,288004336,5,approved
382663730,2024-10-11 21:58:44,2024-11-09 18:00:00,1.5,1,Y,Y,332284330,29,approved
271249559,2024-10-11 22:02:50,2024-11-30 13:00:00,2.0,2,N,Y,343603908,19,approved
386101422,2024-10-11 22:05:21,2024-11-26 15:00:00,2.0,1,Y,Y,268722105,,rejected
366013308,2024-10-11 22:07:13,2024-11-13 20:00:00,2,1,Y,Y,297170813,9,approved
332022714,2024-10-11 22:14:11,2024-11-08 17:00:00,1.0,2,Y,Y,383226560,9,approved
359819299,2024-10-11 22:14:48,2024-11-27 18:00:00,1.0,2,N,N,261844724,6,approved
314894676,2024-10-11 22:23:01,2024-11-01 12:00:00,1.0,2,Y,N,264368390,15,approved
241909266,2024-10-11 22:32:33,2024-11-07 13:00:00,2.5,1,N,N,242484194,25,approved
323707141,2024-10-11 22:33:05,2024-11-14 07:00:00,4.0,2,N,Y,391066552,35,approved
347431637,2024-10-11 22:34:03,2024-11-20 14:00:00,3.5,1,N,Y,339630600,34,approved
338512718,2024-10-11 22:34:16,2024-11-15 08:00:00,1.5,2,N,N,319608246,12,approved
285848081,2024-10-11 22:36:41,2024-11-01 11:00:00,3.0,1,Y,Y,256129297,,rejected
367076692,2024-10-11 22:39:11,2024-11-28 17:00:00,1.0,2,N,N,228565115,3,approved
317948495,2024-10-11 22:48:17,2024-11-15 11:00:00,2.0,1,N,N,254629025,14,approved
223411497,2024-10-11 22:51:58,2024-11-24 14:00:00,3.0,1,N,N,343659348,12,approved
224191387,2024-10-11 22:53:10,2024-11-02 10:00:00,1.0,2,Y,Y,202510681,8,approved
364893719,2024-10-11 22:56:35,2024-11-09 21:00:00,1,2,Y,Y,279782528,8,approved
296146251,2024-10-11 23:07:15,2024-11-14 19:00:00,1.5,2,Y,Y,355302167,,rejected
357954387,2024-10-11 23:10:53,2024-11-18 19:00:00,3,1,Y,Y,338387525,13,approved
272495730,2024-10-11 23:14:07,2024-11-20 12:00:00,3.5,2,N,N,275973766,18,approved
288575624,2024-10-11 23:25:27,2024-11-13 07:00:00,1.5,2,N,N,343603908,12,approved
211105887,2024-10-11 23:29:11,2024-11-24 07:00:00,3.0,2,Y,N,207094053,50,approved
371659582,2024-10-11 23:30:58,2024-11-29 14:00:00,1.5,2,Y,N,358617868,20,approved
276444684,2024-10-11 23:32:47,2024-11-11 07:00:00,3.5,1,N,Y,266085976,35,approved
203253745,2024-10-11 23:38:39,2024-11-15 21:00:00,1,2,N,N,254629025,11,approved
248821621,2024-10-11 23:46:22,2024-11-20 13:00:00,4.0,2,Y,N,339630600,29,approved
397294349,2024-10-11 23:56:06,2024-11-06 16:00:00,1.0,1,N,Y,376632691,1,approved
249049289,2024-10-12 00:00:24,2024-11-07 15:00:00,3.0,2,N,N,374362754,28,approved
284806056,2024-10-12 00:00:44,2024-11-19 20:00:00,1.0,1,Y,N,288738578,4,approved
279844989,2024-10-12 00:04:24,2024-11-11 10:00:00,3.0,1,N,Y,265590430,27,approved
328264718,2024-10-12 00:06:07,2024-11-16 21:00:00,1,2,Y,N,247316201,36,approved
282091545,2024-10-12 00:06:32,2024-11-05 09:00:00,2.5,1,Y,Y,327109013,47,approved
331924514,2024-10-12 00:12:44,2024-11-01 07:00:00,1.5,1,Y,Y,358242451,13,approved
272365305,2024-10-12 00:17:35,2024-11-16 11:00:00,2.5,1,N,N,270296197,23,approved
329369144,2024-10-12 00:20:55,2024-11-08 08:00:00,2.0,2,Y,N,381073709,26,approved
218267318,2024-10-12 00:34:20,2024-11-22 13:00:00,1.0,2,Y,Y,371954678,2,approved
262425689,2024-10-12 00:42:01,2024-11-27 08:00:00,1.5,1,Y,N,261844724,20,approved
293054557,2024-10-12 00:46:02,2024-11-01 20:00:00,2,2,Y,N,256129297,39,approved
384336541,2024-10-12 00:50:59,2024-11-26 09:00:00,3.5,1,Y,Y,272134974,47,approved
222616658,2024-10-12 00:53:39,2024-11-21 11:00:00,4.0,2,Y,Y,391388998,10,approved
202140893,2024-10-12 00:59:00,2024-11-10 21:00:00,1,2,Y,Y,209926450,29,approved
324367937,2024-10-12 01:02:00,2024-11-25 14:00:00,3.0,2,N,Y,326423001,2,approved
200700565,2024-10-12 01:05:49,2024-11-24 11:00:00,1.5,1,Y,N,248942815,45,approved
330253964,2024-10-12 01:06:25,2024-11-30 17:00:00,1.5,2,Y,Y,286218151,9,approved
349392761,2024-10-12 01:12:15,2024-11-22 18:00:00,3.5,1,Y,Y,355302167,10,approved
342805975,2024-10-12 01:20:59,2024-11-15 17:00:00,3.0,2,N,N,261486492,30,approved
222415135,2024-10-12 01:25:17,2024-11-12 20:00:00,1.0,1,N,Y,272950205,31,approved
348755422,2024-10-12 01:31:44,2024-11-29 19:00:00,1.0,2,Y,Y,206257180,29,approved
304460405,2024-10-12 01:33:32,2024-11-21 13:00:00,4.0,2,N,N,224484428,25,approved
282604479,2024-10-12 01:35:43,2024-11-29 11:00:00,1.5,2,Y,N,272854340,29,approved
207008020,2024-10-12 01:39:05,2024-11-07 19:00:00,1.5,1,Y,Y,395486673,31,approved
272298894,2024-10-12 01:44:24,2024-11-27 09:00:00,1.0,2,N,Y,255595993,7,approved
287136345,2024-10-12 01:56:13,2024-11-06 19:00:00,1.5,2,Y,N,272134974,31,approved
397854209,2024-10-12 01:59:45,2024-11-17 10:00:00,2.5,2,N,N,342088705,21,approved
346257215,2024-10-12 02:16:29,2024-11-17 17:00:00,3.0,1,Y,N,338387525,44,approved
227016771,2024-10-12 02:22:41,2024-11-21 12:00:00,2.0,1,N,N,297170813,28,approved
360726277,2024-10-12 02:27:21,2024-11-21 15:00:00,1.0,2,Y,Y,224484428,2,approved
395417207,2024-10-12 02:32:41,2024-11-04 16:00:00,1.5,1,Y,N,272854340,17,approved
343106910,2024-10-12 02:35:00,2024-11-28 15:00:00,3.5,1,Y,Y,331803783,26,approved
330825399,2024-10-12 02:37:09,2024-11-08 13:00:00,2.0,1,Y,N,381073709,50,approved
318533700,2024-10-12 02:37:50,2024-11-19 09:00:00,3.0,2,Y,Y,248515306,26,approved
200226744,2024-10-12 02:45:01,2024-11-18 08:00:00,1.0,1,Y,N,395486673,5,approved
294916010,2024-10-12 02:51:41,2024-11-05 10:00:00,1.0,1,Y,N,300165255,9,approved
251509709,2024-10-12 02:59:05,2024-11-07 14:00:00,2.5,1,Y,Y,395486673,31,approved
255722670,2024-10-12 03:00:12,2024-11-09 13:00:00,1.5,1,Y,Y,200229912,9,approved
